annee,groupe,espece,code_boite,temperature_cible,semaine,type_mesure,valeur,fichier_source,feuille_source,ligne_source,code_espece_local,code_souche,numero_souche_local,code_provenance,numero_boite_local
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.01,25.0,38,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,96,TSP,TSP-JKA-1,1,JKA,01
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.01,25.0,39,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,96,TSP,TSP-JKA-1,1,JKA,01
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.01,25.0,40,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,96,TSP,TSP-JKA-1,1,JKA,01
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.01,25.0,41,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,96,TSP,TSP-JKA-1,1,JKA,01
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.01,25.0,42,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,96,TSP,TSP-JKA-1,1,JKA,01
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.01,25.0,43,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,96,TSP,TSP-JKA-1,1,JKA,01
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.01,25.0,44,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,96,TSP,TSP-JKA-1,1,JKA,01
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.01,25.0,45,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,96,TSP,TSP-JKA-1,1,JKA,01
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.01,25.0,46,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,96,TSP,TSP-JKA-1,1,JKA,01
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.01,25.0,47,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,96,TSP,TSP-JKA-1,1,JKA,01
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.01,25.0,48,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,96,TSP,TSP-JKA-1,1,JKA,01
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.01,25.0,49,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,96,TSP,TSP-JKA-1,1,JKA,01
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.01,25.0,50,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,96,TSP,TSP-JKA-1,1,JKA,01
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.01,25.0,51,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,96,TSP,TSP-JKA-1,1,JKA,01
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.01,25.0,52,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,96,TSP,TSP-JKA-1,1,JKA,01
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,1,polypes,100.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,2,polypes,50.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,3,polypes,100.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,4,polypes,100.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,5,polypes,100.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,6,polypes,100.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,7,polypes,50.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,8,polypes,50.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,9,polypes,50.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,10,polypes,50.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,11,polypes,50.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,15,polypes,50.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,19,polypes,50.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,23,polypes,50.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,24,polypes,50.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,25,polypes,100.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,27,polypes,50.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,28,polypes,50.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,29,polypes,50.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,30,polypes,100.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,31,polypes,100.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,32,polypes,50.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,33,polypes,50.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,34,polypes,50.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,35,polypes,50.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,36,polypes,50.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,37,polypes,100.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,38,polypes,50.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,39,polypes,50.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,40,polypes,50.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,41,polypes,50.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,42,polypes,100.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,43,polypes,100.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,44,polypes,100.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,45,polypes,100.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,46,polypes,100.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,47,polypes,100.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,48,polypes,100.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,49,polypes,100.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,50,polypes,100.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,51,polypes,100.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,52,polypes,100.0,Suivi_2020.xlsx,Hydrozoa,97,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,1,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,98,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,2,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,98,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,3,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,98,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,4,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,98,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,5,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,98,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,6,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,98,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,7,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,98,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,8,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,98,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,9,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,98,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,10,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,98,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,11,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,98,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,15,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,98,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,19,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,98,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,23,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,98,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,24,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,98,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,25,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,98,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,27,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,98,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,28,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,98,TSP,TSP-JKA-1,1,JKA,02
2020,Hydrozoa,Turritopsis sp. 1,TSP-JKA-1.02,25.0,29,ephyrules,0.0,Suivi_2020.xlsx,Hydrozoa,98,TSP,TSP-JKA-1,1,JKA,02
