annee,groupe,espece,code_boite,temperature_cible,semaine,type_mesure,valeur_brute,valeur,statut_cellule,couleur_cellule,fichier_source,feuille_source,ligne_source,colonne_source,valeur_est_addition,code_espece_local,code_souche,numero_souche_local,code_provenance,numero_boite_local,raison_anomalie_bloquante,raison_validation_metier
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,25.0,48,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,4,52,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,25.0,49,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,4,53,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,25.0,50,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,4,54,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,25.0,51,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,4,55,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,25.0,52,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,4,56,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,19,polypes,200.0,200,standard,00FF00,Suivi_2020.xlsx,Coronatae,5,23,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,23,polypes,100.0,100,standard,FFFF00,Suivi_2020.xlsx,Coronatae,5,27,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,24,polypes,100.0,100,standard,FFFF00,Suivi_2020.xlsx,Coronatae,5,28,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,25,polypes,100.0,100,standard,FFFF00,Suivi_2020.xlsx,Coronatae,5,29,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,27,polypes,100.0,100,standard,FFFF00,Suivi_2020.xlsx,Coronatae,5,31,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,28,polypes,200.0,200,standard,00FF00,Suivi_2020.xlsx,Coronatae,5,32,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,29,polypes,200.0,200,standard,00FF00,Suivi_2020.xlsx,Coronatae,5,33,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,30,polypes,200.0,200,standard,00FF00,Suivi_2020.xlsx,Coronatae,5,34,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,31,polypes,200.0,200,standard,00FF00,Suivi_2020.xlsx,Coronatae,5,35,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,32,polypes,200.0,200,standard,00FF00,Suivi_2020.xlsx,Coronatae,5,36,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,33,polypes,200.0,200,standard,00FF00,Suivi_2020.xlsx,Coronatae,5,37,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,34,polypes,200.0,200,standard,00FF00,Suivi_2020.xlsx,Coronatae,5,38,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,35,polypes,200.0,200,standard,00FF00,Suivi_2020.xlsx,Coronatae,5,39,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,36,polypes,100.0,100,standard,FFFF00,Suivi_2020.xlsx,Coronatae,5,40,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,37,polypes,100.0,100,standard,FFFF00,Suivi_2020.xlsx,Coronatae,5,41,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,19,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,6,23,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,23,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,6,27,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,24,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,6,28,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,25,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,6,29,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,27,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,6,31,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,28,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,6,32,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,29,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,6,33,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,30,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,6,34,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,31,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,6,35,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,32,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,6,36,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,33,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,6,37,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,34,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,6,38,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,35,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,6,39,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,36,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,6,40,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.01,30.0,37,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,6,41,False,LAQ,LAQ-JKA-1,1,JKA,01,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,19,polypes,200.0,200,standard,00FF00,Suivi_2020.xlsx,Coronatae,7,23,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,23,polypes,100.0,100,standard,FFFF00,Suivi_2020.xlsx,Coronatae,7,27,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,24,polypes,100.0,100,standard,FFFF00,Suivi_2020.xlsx,Coronatae,7,28,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,25,polypes,100.0,100,standard,FFFF00,Suivi_2020.xlsx,Coronatae,7,29,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,27,polypes,100.0,100,standard,FFFF00,Suivi_2020.xlsx,Coronatae,7,31,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,28,polypes,100.0,100,standard,FFFF00,Suivi_2020.xlsx,Coronatae,7,32,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,29,polypes,100.0,100,standard,FFFF00,Suivi_2020.xlsx,Coronatae,7,33,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,30,polypes,200.0,200,standard,00FF00,Suivi_2020.xlsx,Coronatae,7,34,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,31,polypes,200.0,200,standard,00FF00,Suivi_2020.xlsx,Coronatae,7,35,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,32,polypes,200.0,200,standard,00FF00,Suivi_2020.xlsx,Coronatae,7,36,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,33,polypes,200.0,200,standard,00FF00,Suivi_2020.xlsx,Coronatae,7,37,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,34,polypes,200.0,200,standard,00FF00,Suivi_2020.xlsx,Coronatae,7,38,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,35,polypes,200.0,200,standard,00FF00,Suivi_2020.xlsx,Coronatae,7,39,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,36,polypes,100.0,100,standard,FFFF00,Suivi_2020.xlsx,Coronatae,7,40,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,37,polypes,200.0,200,standard,92D050,Suivi_2020.xlsx,Coronatae,7,41,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,19,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,8,23,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,23,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,8,27,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,24,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,8,28,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,25,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,8,29,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,27,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,8,31,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,28,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,8,32,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,29,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,8,33,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,30,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,8,34,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,31,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,8,35,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,32,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,8,36,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,33,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,8,37,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
2020,Coronatae,Linuche aquila,LAQ-JKA-1.02,25.0,34,ephyrules,0.0,0,standard,FF0000,Suivi_2020.xlsx,Coronatae,8,38,False,LAQ,LAQ-JKA-1,1,JKA,02,,nom_scientifique_plusieurs_codes;
