annee,groupe,espece,code_boite,temperature_cible,semaine,type_mesure,valeur_brute,valeur,statut_cellule,couleur_cellule,fichier_source,feuille_source,ligne_source,colonne_source,valeur_est_addition,code_espece_local,code_souche,numero_souche_local,code_provenance,numero_boite_local,raison_anomalie_bloquante,raison_validation_metier,decision_aquarium,correction_code_espece,correction_nom_scientifique,correction_code_souche,correction_code_boite,temperature_validee,commentaire_aquarium
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,10.0,26,ephyrules,0.0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,96,30,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,27,polypes,1,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,31,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,28,polypes,1.0,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,32,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,29,polypes,1.0,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,33,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,30,polypes,1.0,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,34,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,31,polypes,1,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,35,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,32,polypes,1.0,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,36,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,33,polypes,1.0,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,37,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,34,polypes,1.0,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,38,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,35,polypes,1,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,39,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,36,polypes,1.0,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,40,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,37,polypes,1.0,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,41,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,38,polypes,1.0,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,42,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,39,polypes,1.0,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,43,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,40,polypes,1,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,44,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,41,polypes,1.0,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,45,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,42,polypes,1.0,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,46,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,43,polypes,1.0,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,47,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,44,polypes,1,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,48,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,45,polypes,1.0,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,49,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,46,polypes,1.0,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,50,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,47,polypes,1.0,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,51,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,48,polypes,1,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,52,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,49,polypes,1.0,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,53,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,50,polypes,1.0,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,54,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,51,polypes,1.0,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,55,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,52,polypes,1.0,1,standard,FF9900,Suivi_2021.xlsx,Rhizostomae,97,56,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,27,ephyrules,0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,31,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,28,ephyrules,0.0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,32,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,29,ephyrules,0.0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,33,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,30,ephyrules,0.0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,34,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,31,ephyrules,0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,35,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,32,ephyrules,0.0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,36,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,33,ephyrules,0.0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,37,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,34,ephyrules,0.0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,38,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,35,ephyrules,0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,39,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,36,ephyrules,0.0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,40,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,37,ephyrules,0.0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,41,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,38,ephyrules,0.0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,42,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,39,ephyrules,0.0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,43,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,40,ephyrules,0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,44,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,41,ephyrules,0.0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,45,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,42,ephyrules,0.0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,46,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,43,ephyrules,0.0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,47,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,44,ephyrules,0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,48,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,45,ephyrules,0.0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,49,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,46,ephyrules,0.0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,50,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,47,ephyrules,0.0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,51,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,48,ephyrules,0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,52,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,49,ephyrules,0.0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,53,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,50,ephyrules,0.0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,54,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,51,ephyrules,0.0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,55,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2021,Rhizostomae,Rhizostoma octopus,ROC-1.01,15.0,52,ephyrules,0.0,0,standard,FF0000,Suivi_2021.xlsx,Rhizostomae,98,56,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2022,Rhizostomae,Rhizostoma octopus,ROC-1.01,10.0,1,polypes,1.0,1,standard,FF9900,Suivi_2022.xlsx,Rhizostomae,143,5,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2022,Rhizostomae,Rhizostoma octopus,ROC-1.01,10.0,2,polypes,1.0,1,standard,FF9900,Suivi_2022.xlsx,Rhizostomae,143,6,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2022,Rhizostomae,Rhizostoma octopus,ROC-1.01,10.0,3,polypes,1.0,1,standard,FF9900,Suivi_2022.xlsx,Rhizostomae,143,7,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2022,Rhizostomae,Rhizostoma octopus,ROC-1.01,10.0,4,polypes,1.0,1,standard,FF9900,Suivi_2022.xlsx,Rhizostomae,143,8,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2022,Rhizostomae,Rhizostoma octopus,ROC-1.01,10.0,5,polypes,1.0,1,standard,FF9900,Suivi_2022.xlsx,Rhizostomae,143,9,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2022,Rhizostomae,Rhizostoma octopus,ROC-1.01,10.0,6,polypes,1.0,1,standard,FF9900,Suivi_2022.xlsx,Rhizostomae,143,10,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2022,Rhizostomae,Rhizostoma octopus,ROC-1.01,10.0,7,polypes,1.0,1,standard,FF9900,Suivi_2022.xlsx,Rhizostomae,143,11,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2022,Rhizostomae,Rhizostoma octopus,ROC-1.01,10.0,8,polypes,0.0,0,standard,FF0000,Suivi_2022.xlsx,Rhizostomae,143,12,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2022,Rhizostomae,Rhizostoma octopus,ROC-1.01,10.0,9,polypes,1.0,1,standard,FF9900,Suivi_2022.xlsx,Rhizostomae,143,13,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2022,Rhizostomae,Rhizostoma octopus,ROC-1.01,10.0,10,polypes,1.0,1,standard,FF9900,Suivi_2022.xlsx,Rhizostomae,143,14,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
2022,Rhizostomae,Rhizostoma octopus,ROC-1.01,10.0,11,polypes,0.0,0,standard,FF0000,Suivi_2022.xlsx,Rhizostomae,143,15,False,ROC,ROC-1,,1.01,01,code_boite_non_standard;,,,,,,,,
